customer_id,transaction_amount,transaction_date
ACC187,94,19/02/2017 04:30
ACC466,75,24/01/2017 02:52
ACC267,19,07/04/2017 22:20
ACC436,50,05/04/2017 11:42
ACC296,77,26/04/2017 02:38
ACC299,1,02/04/2017 03:35
ACC439,16,14/05/2017 20:14
ACC366,89,19/03/2017 04:00
ACC251,61,28/02/2017 12:24
ACC207,50,13/04/2017 23:12
ACC306,41,03/05/2017 11:35
ACC290,24,21/04/2017 15:28
ACC455,30,19/05/2017 15:36
ACC371,92,05/05/2017 19:21
ACC258,78,09/05/2017 00:10
ACC265,54,21/05/2017 06:58
ACC181,45,29/01/2017 16:48
ACC309,22,29/03/2017 20:17
ACC156,6,29/05/2017 13:34
ACC353,75,30/05/2017 08:05
ACC164,25,20/03/2017 05:04
ACC453,69,19/04/2017 15:27
ACC318,89,21/04/2017 08:34
ACC230,83,03/04/2017 07:47
ACC309,67,15/05/2017 05:19
ACC432,55,26/01/2017 12:33
ACC164,77,16/03/2017 02:35
ACC158,30,01/01/2017 08:13
ACC163,75,08/05/2017 07:27
ACC495,51,10/05/2017 23:22
ACC303,25,03/04/2017 10:12
ACC413,55,27/02/2017 10:44
ACC366,93,24/02/2017 00:17
ACC494,29,02/01/2017 06:54
ACC437,6,31/03/2017 22:28
ACC371,93,22/05/2017 22:26
ACC393,4,03/01/2017 05:41
ACC429,59,15/05/2017 20:34
ACC123,70,13/04/2017 08:47
ACC458,18,25/03/2017 13:47
ACC265,65,25/02/2017 03:17
ACC477,86,06/05/2017 16:24
ACC239,94,06/02/2017 17:33
ACC114,63,03/05/2017 16:14
ACC461,35,10/03/2017 10:30
ACC344,23,28/03/2017 12:56
ACC477,72,22/03/2017 11:03
ACC186,84,04/04/2017 00:47
ACC240,17,17/02/2017 12:04
ACC322,52,04/03/2017 12:39
ACC326,18,31/05/2017 03:26
ACC398,79,07/01/2017 07:07
ACC426,93,05/01/2017 19:52
ACC256,5,13/01/2017 18:00
ACC260,58,23/01/2017 03:36
ACC458,14,23/01/2017 19:49
ACC278,5,11/03/2017 00:43
ACC261,83,16/02/2017 17:40
ACC303,31,19/05/2017 11:51
ACC206,58,09/03/2017 07:00
ACC207,15,17/03/2017 16:50
ACC416,78,17/01/2017 11:53
ACC283,84,16/01/2017 05:35
ACC222,94,19/03/2017 16:05
ACC210,15,26/03/2017 20:30
ACC393,9,21/05/2017 14:31
ACC102,86,12/03/2017 16:05
ACC411,20,16/04/2017 19:02
ACC485,85,29/03/2017 13:30
ACC419,7,16/02/2017 02:50
ACC461,12,30/01/2017 10:55
ACC418,33,28/02/2017 10:51
ACC458,69,07/01/2017 01:55
ACC354,44,12/01/2017 17:08
ACC410,6,12/02/2017 07:07
ACC178,45,29/05/2017 04:26
ACC382,66,11/05/2017 21:16
ACC119,91,04/05/2017 20:49
ACC197,54,07/03/2017 16:08
ACC261,12,14/01/2017 10:22
ACC446,22,05/03/2017 07:06
ACC319,20,21/01/2017 21:22
ACC460,42,26/02/2017 11:28
ACC359,42,22/04/2017 02:09
ACC354,58,28/04/2017 06:41
ACC363,19,18/01/2017 06:59
ACC493,42,06/04/2017 06:46
ACC496,43,31/03/2017 10:10
ACC493,14,06/03/2017 08:18
ACC112,84,22/01/2017 15:39
ACC365,30,20/02/2017 07:21
ACC228,25,10/02/2017 03:33
ACC424,16,10/03/2017 00:57
ACC443,65,17/03/2017 02:38
ACC496,24,23/01/2017 11:55
ACC428,29,14/02/2017 21:08
ACC148,56,21/01/2017 06:14
ACC314,19,18/02/2017 07:00
ACC483,38,08/05/2017 03:55
ACC455,48,22/05/2017 23:18
ACC226,87,12/03/2017 13:27
ACC287,63,01/02/2017 12:19
ACC398,40,29/04/2017 08:43
ACC324,70,21/04/2017 19:44
ACC492,26,25/02/2017 02:04
ACC164,13,02/01/2017 21:33
ACC138,79,01/04/2017 06:04
ACC396,30,06/03/2017 02:23
ACC294,82,08/05/2017 08:05
ACC285,87,07/02/2017 20:22
ACC330,91,22/03/2017 01:20
ACC335,58,23/01/2017 08:39
ACC313,90,18/01/2017 18:17
ACC493,71,19/05/2017 13:29
ACC430,43,13/05/2017 13:49
ACC496,43,23/03/2017 10:59
ACC350,63,12/01/2017 17:42
ACC179,27,10/05/2017 09:21
ACC209,94,02/02/2017 18:45
ACC358,33,03/01/2017 17:26
ACC158,5,24/02/2017 16:22
ACC484,55,12/03/2017 23:56
ACC481,17,13/03/2017 04:53
ACC268,69,15/03/2017 10:13
ACC444,69,06/05/2017 02:01
ACC260,39,29/05/2017 23:05
ACC453,77,16/05/2017 05:17
ACC349,99,08/04/2017 00:00
ACC229,68,30/01/2017 12:16
ACC423,10,11/03/2017 01:36
ACC449,15,29/04/2017 02:04
ACC351,58,31/01/2017 03:47
ACC146,28,28/02/2017 03:37
ACC373,5,26/02/2017 04:09
ACC185,43,31/05/2017 03:37
ACC230,56,27/04/2017 16:26
ACC407,20,25/04/2017 06:34
ACC357,47,16/02/2017 20:21
ACC336,71,02/04/2017 23:32
ACC353,31,04/04/2017 22:45
ACC231,2,04/03/2017 05:20
ACC244,3,30/03/2017 22:50
ACC300,79,03/05/2017 15:08
ACC276,30,23/05/2017 12:09
ACC306,62,12/02/2017 09:55
ACC312,75,12/05/2017 10:34
ACC182,31,16/04/2017 05:05
ACC316,94,09/02/2017 08:56
ACC304,24,15/04/2017 23:19
ACC392,56,23/01/2017 09:44
ACC288,92,08/04/2017 12:47
ACC262,6,23/04/2017 06:29
ACC302,14,21/03/2017 00:25
ACC128,6,10/05/2017 16:05
ACC165,50,03/03/2017 23:28
ACC212,79,15/03/2017 12:03
ACC228,93,09/03/2017 20:30
ACC107,24,21/01/2017 18:53
ACC486,27,08/01/2017 16:53
ACC315,62,17/01/2017 20:08
ACC305,88,22/03/2017 20:35
ACC422,81,08/03/2017 11:43
ACC259,13,26/01/2017 08:33
ACC201,99,25/03/2017 01:54
ACC362,2,16/02/2017 07:12
ACC407,31,21/01/2017 23:12
ACC499,25,20/04/2017 16:41
ACC157,45,17/04/2017 06:01
ACC355,7,23/01/2017 00:52
ACC248,93,13/04/2017 15:14
ACC114,57,06/03/2017 10:25
ACC166,16,19/05/2017 04:48
ACC132,76,01/05/2017 16:50
ACC308,16,22/04/2017 01:47
ACC359,71,21/02/2017 09:00
ACC285,16,16/04/2017 04:22
ACC227,33,10/02/2017 08:06
ACC427,41,04/02/2017 09:19
ACC303,46,01/02/2017 20:56
ACC374,62,04/04/2017 16:07
ACC264,70,25/05/2017 04:50
ACC424,12,26/04/2017 21:31
ACC107,73,08/05/2017 18:23
ACC130,92,28/01/2017 08:35
ACC284,4,18/04/2017 04:10
ACC237,88,01/01/2017 02:45
ACC211,78,05/04/2017 16:29
ACC392,52,13/03/2017 20:32
ACC407,35,23/05/2017 02:58
ACC271,72,23/05/2017 07:30
ACC309,57,08/03/2017 19:19
ACC103,64,20/01/2017 08:36
ACC298,32,05/04/2017 05:15
ACC454,27,30/01/2017 04:46
ACC437,77,06/04/2017 10:19
ACC389,79,27/05/2017 08:45
ACC286,6,13/02/2017 07:56
ACC145,51,22/02/2017 12:35
ACC181,32,08/02/2017 01:26
ACC123,33,29/03/2017 22:00
ACC430,34,14/05/2017 03:43
ACC184,53,13/02/2017 20:58
ACC189,23,13/03/2017 01:18
ACC424,85,14/02/2017 15:02
ACC239,56,09/03/2017 17:49
ACC211,96,19/04/2017 07:13
ACC297,17,07/01/2017 01:28
ACC489,99,25/04/2017 04:53
ACC284,33,05/04/2017 00:03
ACC230,80,24/02/2017 05:03
ACC385,5,30/05/2017 00:25
ACC375,89,22/03/2017 20:44
ACC356,11,13/02/2017 13:49
ACC227,47,06/03/2017 03:17
ACC265,92,15/04/2017 05:47
ACC161,76,08/01/2017 07:20
ACC341,78,08/04/2017 17:21
ACC146,41,07/04/2017 04:48
ACC284,64,10/01/2017 17:16
ACC474,29,06/02/2017 23:04
ACC164,29,18/02/2017 10:48
ACC321,22,05/03/2017 13:17
ACC157,98,18/03/2017 05:15
ACC225,34,19/02/2017 00:12
ACC187,23,31/01/2017 03:56
ACC184,60,20/04/2017 16:23
ACC371,15,21/03/2017 21:28
ACC257,24,09/02/2017 09:26
ACC245,48,30/03/2017 11:06
ACC108,34,27/05/2017 18:27
ACC119,87,21/01/2017 00:15
ACC414,55,19/01/2017 00:00
ACC302,70,21/01/2017 16:20
ACC471,98,26/01/2017 00:32
ACC449,91,12/04/2017 21:03
ACC329,10,10/02/2017 11:30
ACC426,44,18/01/2017 14:26
ACC329,32,27/05/2017 10:06
ACC363,81,10/05/2017 04:18
ACC167,70,16/05/2017 21:18
ACC403,17,25/02/2017 16:39
ACC456,71,13/02/2017 14:34
ACC246,93,16/03/2017 15:32
ACC198,62,14/04/2017 16:18
ACC279,71,09/05/2017 20:48
ACC186,77,04/05/2017 13:01
ACC389,94,24/05/2017 01:58
ACC136,79,28/05/2017 19:42
ACC274,18,23/04/2017 08:41
ACC129,4,01/03/2017 14:03
ACC121,10,11/02/2017 23:45
ACC346,63,28/04/2017 00:16
ACC256,71,26/01/2017 15:14
ACC365,92,11/03/2017 21:55
ACC445,21,22/01/2017 16:59
ACC176,50,09/04/2017 11:30
ACC247,17,15/01/2017 22:31
ACC464,43,05/05/2017 11:57
ACC347,5,01/03/2017 17:16
ACC205,83,23/04/2017 17:53
ACC350,19,05/03/2017 08:06
ACC348,77,30/03/2017 12:11
ACC417,25,20/04/2017 05:39
ACC396,13,30/03/2017 11:49
ACC282,69,13/05/2017 05:41
ACC465,54,25/03/2017 08:14
ACC315,5,16/05/2017 18:58
ACC202,46,05/05/2017 12:40
ACC105,91,09/01/2017 00:38
ACC416,12,07/01/2017 03:25
ACC350,95,01/04/2017 09:58
ACC141,89,24/03/2017 21:26
ACC378,51,25/02/2017 20:22
ACC212,32,14/02/2017 00:01
ACC366,9,02/03/2017 08:42
ACC452,75,20/02/2017 16:29
ACC133,8,05/01/2017 01:52
ACC349,56,17/05/2017 02:59
ACC330,29,19/04/2017 05:34
ACC107,53,18/01/2017 08:02
ACC159,47,17/03/2017 17:49
ACC447,10,09/01/2017 09:46
ACC318,86,24/02/2017 09:02
ACC343,19,24/02/2017 09:48
ACC322,42,06/04/2017 10:31
ACC464,61,30/03/2017 17:57
ACC431,65,30/04/2017 01:15
ACC423,95,28/01/2017 16:53
ACC433,40,21/02/2017 04:03
ACC188,73,30/04/2017 12:38
ACC323,56,14/05/2017 04:47
ACC112,55,13/03/2017 00:55
ACC133,75,27/05/2017 20:54
ACC168,93,01/05/2017 08:46
ACC367,84,28/02/2017 17:23
ACC234,91,31/03/2017 03:00
ACC159,37,11/03/2017 11:00
ACC133,28,02/04/2017 01:53
ACC173,52,12/05/2017 04:13
ACC332,78,08/03/2017 23:53
ACC268,84,22/01/2017 07:56
ACC275,83,28/03/2017 07:57
ACC274,76,30/05/2017 22:35
ACC287,16,11/05/2017 04:06
ACC460,28,01/05/2017 02:19
ACC202,53,03/05/2017 13:48
ACC378,10,23/02/2017 03:01
ACC383,19,07/05/2017 16:02
ACC120,78,04/04/2017 00:38
ACC426,72,12/04/2017 03:29
ACC265,90,10/01/2017 03:50
ACC100,28,03/02/2017 14:05
ACC275,64,18/04/2017 16:00
ACC492,71,19/02/2017 11:14
ACC349,30,05/04/2017 17:26
ACC438,38,29/03/2017 11:44
ACC350,31,17/05/2017 10:43
ACC399,45,01/04/2017 05:08
ACC469,44,30/01/2017 05:10
ACC470,98,30/03/2017 15:34
ACC428,23,14/03/2017 09:58
ACC396,42,13/03/2017 10:21
ACC167,88,27/04/2017 03:27
ACC146,86,14/03/2017 20:36
ACC358,9,06/04/2017 12:27
ACC133,38,14/05/2017 09:24
ACC116,77,12/02/2017 13:50
ACC418,71,30/03/2017 07:58
ACC470,36,15/03/2017 01:23
ACC219,13,24/01/2017 19:32
ACC165,43,05/03/2017 15:38
ACC152,31,10/02/2017 10:08
ACC183,95,02/04/2017 22:10
ACC397,91,18/04/2017 12:02
ACC232,1,09/04/2017 00:29
ACC482,27,30/03/2017 10:26
ACC182,57,26/01/2017 14:39
ACC259,96,03/05/2017 13:34
ACC201,9,22/05/2017 05:09
ACC318,4,22/04/2017 11:45
ACC485,93,28/02/2017 18:49
ACC175,75,18/01/2017 17:45
ACC326,24,20/02/2017 11:44
ACC407,75,21/01/2017 12:27
ACC202,37,25/05/2017 14:04
ACC328,31,03/05/2017 17:35
ACC222,79,17/03/2017 11:14
ACC455,84,06/05/2017 15:50
ACC390,27,07/05/2017 09:20
ACC323,80,26/02/2017 21:12
ACC274,43,23/04/2017 02:18
ACC135,69,01/01/2017 06:02
ACC284,94,09/03/2017 00:27
ACC222,41,24/03/2017 14:06
ACC437,27,25/05/2017 08:49
ACC345,55,08/02/2017 16:48
ACC347,25,21/05/2017 21:18
ACC339,78,25/03/2017 00:54
ACC179,90,02/01/2017 11:00
ACC188,19,20/05/2017 13:46
ACC332,59,13/04/2017 20:24
ACC362,67,08/02/2017 17:03
ACC406,38,02/02/2017 14:13
ACC420,98,29/03/2017 22:35
ACC225,33,07/01/2017 05:07
ACC106,66,10/01/2017 05:30
ACC226,94,20/05/2017 10:21
ACC400,85,04/02/2017 13:03
ACC287,89,16/04/2017 10:51
ACC230,73,01/02/2017 07:46
ACC427,90,22/05/2017 21:29
ACC440,78,03/02/2017 16:42
ACC182,33,11/05/2017 08:47
ACC299,19,03/05/2017 04:49
ACC137,65,10/05/2017 09:46
ACC360,18,09/03/2017 05:29
ACC158,20,03/01/2017 10:05
ACC172,23,20/03/2017 18:24
ACC376,19,05/03/2017 16:00
ACC109,37,16/01/2017 22:26
ACC493,24,16/01/2017 00:31
ACC176,58,26/03/2017 21:15
ACC159,45,27/02/2017 21:38
ACC405,90,24/01/2017 12:16
ACC220,77,04/03/2017 20:49
ACC330,63,20/03/2017 08:32
ACC448,50,05/03/2017 02:18
ACC359,4,13/02/2017 18:14
ACC492,66,28/05/2017 10:07
ACC475,2,18/03/2017 12:07
ACC164,56,06/01/2017 04:39
ACC244,80,09/05/2017 22:11
ACC115,28,05/04/2017 14:55
ACC238,47,08/01/2017 05:45
ACC250,12,05/02/2017 12:30
ACC145,81,07/05/2017 16:30
ACC347,45,19/02/2017 16:44
ACC232,8,01/03/2017 23:51
ACC173,77,14/02/2017 07:29
ACC295,47,19/03/2017 04:17
ACC149,21,26/03/2017 23:14
ACC156,76,12/02/2017 07:26
ACC499,99,09/05/2017 10:54
ACC311,54,04/04/2017 11:50
ACC365,94,27/03/2017 00:00
ACC410,70,06/05/2017 01:43
ACC262,36,29/03/2017 23:49
ACC185,71,22/01/2017 19:32
ACC472,29,05/01/2017 05:14
ACC285,55,07/03/2017 01:37
ACC383,79,04/03/2017 10:47
ACC239,39,03/03/2017 22:31
ACC429,23,24/03/2017 12:54
ACC230,89,08/05/2017 12:44
ACC400,66,13/02/2017 18:03
ACC247,31,24/02/2017 00:19
ACC414,60,20/01/2017 02:26
ACC387,84,06/01/2017 09:03
ACC169,89,27/05/2017 03:03
ACC455,66,10/04/2017 10:28
ACC321,25,16/05/2017 09:02
ACC114,86,30/05/2017 02:44
ACC329,46,19/05/2017 12:57
ACC341,65,13/05/2017 12:32
ACC353,54,31/05/2017 09:18
ACC422,8,11/01/2017 06:10
ACC202,12,16/05/2017 06:26
ACC344,21,03/04/2017 04:22
ACC290,68,16/05/2017 10:57
ACC142,40,19/04/2017 18:54
ACC333,77,30/01/2017 12:14
ACC111,7,18/05/2017 00:44
ACC103,50,22/05/2017 04:59
ACC476,77,28/02/2017 21:59
ACC122,12,18/05/2017 23:05
ACC375,14,14/01/2017 20:50
ACC211,14,09/05/2017 04:38
ACC257,33,01/04/2017 00:39
ACC238,48,13/04/2017 01:16
ACC441,49,03/02/2017 10:39
ACC318,86,26/04/2017 23:10
ACC312,44,15/01/2017 22:53
ACC144,6,12/02/2017 12:12
ACC171,69,18/04/2017 18:27
ACC490,64,21/02/2017 12:24
ACC342,83,10/04/2017 02:35
ACC468,29,12/04/2017 07:41
ACC491,98,10/04/2017 08:58
ACC203,5,10/01/2017 12:08
ACC150,57,18/05/2017 23:58
ACC476,5,16/03/2017 20:30
ACC355,77,29/03/2017 14:22
ACC451,26,24/02/2017 10:07
ACC261,12,20/04/2017 14:11
ACC446,93,10/02/2017 13:05
ACC248,14,16/04/2017 02:05
ACC106,85,09/02/2017 20:27
ACC202,90,03/01/2017 02:50
ACC426,12,28/02/2017 20:10
ACC243,29,20/03/2017 15:00
ACC352,13,19/01/2017 06:40
ACC185,4,14/04/2017 23:07
ACC248,90,04/03/2017 21:58
ACC168,76,20/05/2017 17:46
ACC183,62,04/04/2017 08:07
ACC174,63,16/02/2017 21:38
ACC285,64,30/05/2017 13:13
ACC189,68,28/04/2017 12:21
ACC180,60,27/04/2017 21:32
ACC275,29,25/03/2017 21:11
ACC171,87,12/04/2017 11:10
ACC459,26,11/02/2017 13:52
ACC253,5,30/01/2017 22:38
ACC277,73,02/01/2017 17:34
ACC470,52,16/02/2017 04:49
ACC318,25,07/03/2017 00:53
ACC249,77,17/02/2017 09:55
ACC162,79,01/01/2017 23:56
ACC111,16,05/02/2017 19:40
ACC209,40,16/03/2017 20:49
ACC259,50,13/04/2017 11:27
ACC344,79,03/02/2017 13:46
ACC338,7,20/01/2017 14:59
ACC486,92,15/02/2017 02:43
ACC166,6,09/03/2017 13:25
ACC268,34,28/04/2017 06:13
ACC393,1,20/04/2017 12:35
ACC185,11,04/03/2017 05:09
ACC291,71,17/05/2017 05:23
ACC352,83,11/02/2017 14:07
ACC354,21,14/03/2017 11:05
ACC453,90,27/03/2017 17:15
ACC383,65,04/05/2017 09:18
ACC275,32,14/01/2017 16:40
ACC177,43,21/05/2017 15:26
ACC459,35,27/02/2017 12:45
ACC272,74,20/05/2017 14:52
ACC334,50,27/02/2017 19:30
ACC431,91,06/03/2017 10:52
ACC200,87,19/04/2017 19:07
ACC146,73,07/03/2017 03:54
ACC379,72,04/03/2017 02:44
ACC249,90,20/01/2017 00:15
ACC247,92,25/01/2017 01:49
ACC358,81,28/01/2017 20:28
ACC404,31,23/02/2017 05:36
ACC111,61,19/03/2017 00:00
ACC382,76,18/04/2017 04:07
ACC277,31,26/04/2017 22:03
ACC285,69,16/04/2017 19:40
ACC270,53,23/05/2017 22:11
ACC304,1,22/04/2017 09:43
ACC476,58,23/02/2017 16:45
ACC287,95,01/01/2017 14:16
ACC303,25,27/05/2017 12:04
ACC101,19,26/05/2017 14:05
ACC130,98,31/01/2017 03:14
ACC226,74,08/02/2017 20:43
ACC186,65,23/02/2017 18:01
ACC184,8,25/02/2017 10:33
ACC262,68,22/02/2017 06:00
ACC241,84,05/02/2017 06:46
ACC116,12,25/02/2017 11:40
ACC462,65,29/05/2017 06:21
ACC112,26,15/03/2017 11:17
ACC291,27,15/02/2017 20:35
ACC303,55,15/04/2017 16:56
ACC330,55,29/04/2017 18:32
ACC433,89,21/04/2017 01:09
ACC182,80,22/03/2017 03:45
ACC489,12,28/04/2017 01:42
ACC364,20,19/05/2017 22:30
ACC105,73,10/02/2017 15:43
ACC488,53,02/03/2017 17:14
ACC461,7,01/05/2017 03:12
ACC446,84,27/04/2017 23:00
ACC429,55,15/03/2017 23:49
ACC406,42,14/02/2017 05:21
ACC388,4,18/04/2017 10:45
ACC129,37,10/05/2017 02:55
ACC358,66,17/05/2017 05:17
ACC330,44,25/04/2017 20:19
ACC335,12,18/03/2017 17:17
